name,bin[0],bin[1],bin[2],bin[3],bin[4],bin[5],bin[6],bin[7],bin[8],bin[9],bin[10],bin[11],bin[12],bin[13],bin[14],bin[15],bin[16],bin[17],bin[18],bin[19],bin[20],bin[21],bin[22],bin[23],bin[24],bin[25]
seat,14391,7568,7305,6219,5582,5703,5842,6343,6454,6514,6473,6284,6002,5859,5401,5168,4741,4598,4481,4456,4610,5619,7309,7986,15660,165208
seat,15196,7520,7489,6344,5669,5447,5749,5847,5951,6099,5985,5927,5634,5725,4945,5026,4480,4550,4302,4443,4457,5674,7349,8327,16379,167262
seat,15165,7958,7657,6472,5825,5934,5867,6108,5952,5876,5677,5486,5309,5103,4840,4660,4455,4423,4378,4431,4705,5713,7369,8694,16522,167197
seat,15800,8010,7755,6538,5991,5934,5858,6102,5754,5611,5435,5252,4978,4881,4533,4360,4185,4272,4233,4431,4560,5760,7762,8907,17046,167828
seat,16342,8227,7841,6814,6283,5875,5767,5524,5599,5161,5013,4922,4615,4623,4178,4160,3965,4082,4180,4577,4856,5851,7997,9079,17486,168759
seat,16239,8048,7832,6360,5944,5909,5995,5826,5503,5356,5242,4893,4770,4761,4262,4150,3940,3900,3993,4331,4496,5535,7899,9103,17494,169995
seat,15525,8087,7624,6045,5607,5657,5645,5667,5630,5534,5571,5251,4994,4800,4486,4489,4116,4049,3986,4186,4475,5448,7578,8760,16841,171725
seat,14789,7589,7201,6035,5534,5655,5904,6147,6246,6178,5953,5711,5399,5477,4871,4861,4512,4412,4359,4313,4408,5422,7234,8386,16073,169107
seat,14472,7336,7401,6212,5580,5555,5926,6287,6465,6585,6507,6425,6017,5969,5428,5200,4841,4590,4513,4337,4566,5532,7309,8050,15929,164744
seat,15442,7760,7461,6214,5518,5515,5418,5858,5927,5873,5971,5767,5516,5357,4983,4657,4566,4229,4171,4398,4484,5683,7423,8401,16709,168475
seat,15211,7628,7489,6183,5805,5888,6010,6186,6157,6004,5960,5645,5410,5500,5042,4930,4595,4635,4411,4544,4682,5464,7465,8391,16257,166284
seat,16126,7870,7840,6985,6317,6199,5948,5832,5720,5504,5351,5221,4974,4919,4378,4623,4379,4374,4420,4773,4916,6073,7897,8738,17293,165106
seat,16765,8269,8037,6865,6358,5816,5695,5497,5189,5010,4671,4553,4266,4267,3860,3970,3830,3912,4111,4503,4780,5895,8097,9467,18000,170093
seat,16689,8310,7926,6688,6044,5700,5491,5439,5215,5035,4751,4613,4393,4509,3999,4045,3860,3896,3969,4306,4691,5880,8191,9149,17850,171137
seat,16021,7907,7461,6480,5899,5736,5737,5814,5600,5552,5370,5258,4939,4714,4438,4473,4198,4266,4115,4570,4525,5601,7760,8786,17325,169231
seat,15296,8098,7541,6045,5712,5507,5692,5701,5808,5816,5479,5353,5087,5053,4575,4588,4311,4033,4076,4194,4302,5398,7640,8821,16730,170920
seat,15186,7559,7429,6234,5383,5594,5934,5924,6235,6278,6251,6221,5682,5647,5117,4944,4543,4449,4146,4364,4319,5352,7307,8301,16433,166944
seat,15471,7681,7449,6192,5502,5301,5485,5737,6116,5959,5939,5738,5637,5602,4979,4938,4595,4346,4249,4271,4567,5530,7684,8320,16694,167794
seat,15378,7726,7529,6187,5647,5819,6156,6094,6247,5983,5963,5635,5394,5470,5006,4817,4477,4381,4408,4506,4814,5631,7528,8538,16768,165674
seat,16583,7959,7763,6895,6294,6283,6042,5808,5714,5538,5172,5097,4869,4752,4370,4369,4249,4427,4500,4674,4998,6119,7976,8835,17688,164802
seat,16925,8240,8159,6791,6258,6045,5686,5471,5156,5066,4925,4691,4561,4432,4165,4160,3919,3934,4085,4511,4983,6197,8257,9077,18220,167862
seat,16636,8237,8085,6711,6028,5816,5822,5479,5424,5033,4938,4730,4495,4583,4019,4115,3860,4047,4212,4395,4757,6083,8164,9134,18030,168943
seat,16059,8167,7588,6235,5600,5587,5828,5700,5697,5520,5378,5287,4943,5089,4344,4488,4008,3978,4105,4389,4571,5509,7840,8994,17403,169469
seat,15718,7892,7419,6206,5609,5452,5589,5863,5717,5732,5639,5401,5175,5159,4668,4573,4192,4156,3938,4202,4251,5447,7504,8722,17350,170202
seat,15540,7818,7619,6091,5498,5590,5775,5958,6046,6016,5805,5738,5413,5340,4907,4782,4384,4119,4026,4139,4345,5334,7415,8698,17092,168288
seat,15507,7764,7566,6285,5512,5477,5637,5784,6109,6092,5850,5720,5708,5525,4916,4922,4510,4374,4329,4532,4747,5748,7657,8421,16973,166111
seat,15761,7821,7536,6334,5790,5685,5716,6061,5975,6119,5933,5660,5367,5283,4768,4527,4413,4338,4371,4531,4689,5792,7619,8917,17334,165436
seat,16827,8065,7673,6599,6041,5924,5799,5845,5713,5653,5445,5278,5004,5051,4541,4409,4251,4335,4385,4786,5054,5957,7948,8921,17919,164353
seat,17267,7867,8068,6839,6207,5833,5704,5683,5432,5317,5040,4899,4530,4648,4220,4203,4010,3934,4136,4500,5063,6195,8189,9216,18550,166226
seat,16873,8248,7980,6724,6022,5887,5741,5583,5286,5392,4958,4799,4558,4584,3990,4041,3921,3888,4089,4360,4729,5912,8107,9368,18397,168339
seat,16403,8150,7866,6432,5791,5706,5570,5754,5528,5570,5412,5067,4760,4802,4384,4418,3979,4038,4012,4309,4553,5772,7928,9294,17763,168515
seat,16036,7909,7549,6081,5642,5739,5675,5861,5961,5930,5641,5480,5182,5184,4477,4483,4164,3926,3911,4179,4360,5430,7778,9050,17630,168518
seat,16127,7928,7560,6225,5481,5412,5524,5807,5688,5715,5768,5379,5306,5224,4606,4528,4157,3822,3759,3954,4158,5455,7646,9232,18217,169098
stone,13816,4191,5485,7093,7774,8688,9079,9994,11099,12446,13704,15169,15572,14913,13447,12388,10979,10051,9213,8702,7932,7019,5627,3793,13232,80370
stone,15399,4497,6252,7463,8296,8588,8859,9591,10367,11289,12296,13109,13271,12832,11846,10952,9919,9380,9184,8856,8295,7418,6128,4042,14982,88665
stone,16927,4823,7036,8124,8411,8236,8275,8547,9057,9790,10678,11639,11815,11707,10899,10183,9619,9151,8837,8723,8413,8154,6685,4361,15921,95765
stone,17314,4934,6896,8074,8209,8220,8250,8641,8886,9822,10498,11110,11446,11490,10466,10107,9363,8854,8833,8570,8541,8023,6639,4408,16473,97709
stone,17253,4646,6698,7843,8266,8385,8422,8593,9211,9821,10745,11532,11884,12001,11033,10310,9755,9162,8794,8756,8271,7834,6514,4369,16158,95520
stone,17106,4390,6454,7580,8307,8517,8587,9054,9498,10287,11100,11924,12511,12213,11596,11105,10014,9813,9064,8657,8379,7691,6190,4132,16013,91594
stone,16377,4064,5898,7224,7998,8475,9026,9489,10306,11226,12267,13269,13382,13527,12555,11889,11052,10085,9509,8784,8231,7170,5711,3665,14961,85636
stone,15116,3918,5539,6918,8127,8990,9481,10272,11084,12097,12916,13865,14331,14224,12967,11949,10759,10111,9188,8835,7976,7116,5767,3649,14729,81852
stone,14262,4163,6169,7349,8067,8524,9110,9658,10506,11884,13277,14532,15137,14635,12724,11741,10674,9906,9395,8892,8106,7192,5778,3772,13832,82491
stone,16297,4786,6905,7915,8228,8421,8356,8707,9534,10345,11187,12063,12275,12377,11165,10450,9744,9175,8881,8698,8312,7913,6418,4337,15692,93595
stone,17564,5099,7309,8258,8299,8044,7932,8239,8492,9265,10043,10776,11114,10826,10108,9843,9117,8688,8552,8537,8424,8196,7072,4622,16553,100804
stone,18391,5175,7411,8308,8234,7987,7912,7917,8228,8802,9553,10112,10318,10414,9716,9069,8652,8469,8269,8496,8258,8327,7221,4783,17249,104505
stone,18378,5204,7339,8142,8238,8046,7777,8070,8358,9017,9723,10419,10485,10603,9885,9547,8964,8644,8426,8590,8676,8351,6948,4617,17156,102173
stone,17420,4645,6766,8071,8491,8486,8399,8833,9216,9964,10691,11325,11462,11319,10678,10479,9704,9224,8908,8673,8376,7942,6601,4435,16434,95234
stone,16843,4169,6157,7636,8417,8493,8950,9324,9771,10442,11469,12196,12474,12843,11906,11160,10434,9539,9177,8836,8449,7461,6194,4053,15838,89545
stone,15749,4068,5751,7123,8156,8595,9298,9890,10600,11512,12502,13473,14009,13894,12919,12175,10797,10218,9542,8993,8191,7195,5693,3660,14555,83218
stone,14103,4413,6283,7406,7993,8385,8886,9492,10623,11815,13256,14384,14858,14169,12688,11562,10423,9199,8933,8633,8082,7257,5984,3992,14031,84926
stone,16478,4934,6997,8196,8141,8248,8268,8608,8987,9656,10929,11974,12167,11916,10768,10049,9202,8789,8643,8865,8434,7921,6771,4443,15754,96638
stone,18203,5325,7591,8335,8354,8025,7839,7686,8148,8631,9363,9922,10125,10275,9398,9161,8604,8491,8293,8313,8669,8356,7389,4780,17134,105366
stone,18639,5539,7797,8522,8397,7678,7419,7581,7842,8170,8832,9200,9772,9920,9158,8659,8137,7848,7910,8139,8416,8499,7679,5045,17792,109186
stone,18435,5300,7517,8497,8550,8105,7681,7872,8134,8488,9093,9826,10101,10144,9319,8977,8492,7960,8056,8328,8486,8306,7367,4971,17658,106113
stone,17621,4893,6844,8118,8515,8352,8362,8703,9022,9691,10311,10898,11015,11495,10357,9901,9079,8809,8469,8567,8710,8139,6729,4479,16769,97928
stone,17287,4475,6459,7735,8418,8792,8726,9070,9652,10095,11027,11777,12187,12311,11508,10870,9837,9269,8968,8707,8561,7867,6322,4199,15980,91677
stone,15875,4074,5894,7089,8282,8755,9018,9972,10528,11580,12550,13259,13475,13551,12417,11912,10695,9962,9514,8925,8200,7434,5790,3688,15077,84260
stone,13947,4270,6248,7518,8217,8320,8877,9395,10659,11697,13852,15160,15144,14426,13025,11511,10446,9637,9012,8690,8171,7293,5939,3884,13609,82829
stone,16257,4874,6852,8160,8310,8125,8253,8920,9213,10236,11018,12141,12123,12112,10984,10346,9246,8988,8646,8627,8313,7846,6595,4393,15740,95458
stone,17558,5074,7254,8132,8372,8041,7941,8071,8666,9244,10164,10902,11128,11069,10144,9592,8719,8495,8258,8375,8566,8249,7104,4733,16423,101502
stone,18166,5510,7846,8536,8245,7963,7691,7731,7894,8467,9334,9991,10172,10301,9092,8685,8181,8120,7913,8314,8482,8558,7582,4871,17468,106663
stone,18186,5365,7631,8390,8424,7974,7754,7976,8231,8886,9519,10089,10330,10392,9518,9240,8465,8097,8333,8545,8636,8333,7197,4873,17369,104023
stone,17726,4751,6882,8334,8625,8368,8232,8351,8778,9490,10321,11026,11338,11458,10675,10009,9320,9085,8475,8761,8604,8062,6804,4395,16645,97261
stone,16864,4355,6301,7544,8461,8612,8790,9232,9757,10484,11525,12466,12760,12714,11589,10776,9716,9124,8937,8738,8549,7814,6404,4021,15866,90377
stone,15512,4111,5904,7391,8224,8807,9043,9798,10523,11478,12529,13732,14161,13970,12801,11757,10640,9710,9207,8957,8311,7511,5887,3729,14855,83228
stone,13201,4059,5787,6887,7796,8630,9085,10072,11087,12572,14402,15897,16188,15748,13694,12353,10924,10001,9315,8587,7730,6903,5450,3632,12940,78836
stone,14700,4448,6389,7670,8260,8554,8709,9409,10001,11217,12847,14227,14199,13831,12262,11002,9784,9099,8866,8675,8295,7644,6180,4139,14364,87005
stone,16316,4955,6843,8080,8330,8080,8256,8676,9290,10100,11313,12239,12311,12109,10827,10169,9116,8804,8675,8540,8475,7943,6701,4349,15831,95448
stone,17391,5059,7241,8394,8384,8255,8280,8300,8666,9312,10194,10702,11197,11024,10076,9518,8868,8641,8273,8422,8475,8268,7150,4741,16524,100421
stone,17635,4761,7032,8231,8440,8228,8219,8398,8938,9668,10386,11218,11367,11373,10336,9720,9062,8494,8367,8433,8492,8353,7051,4578,16562,98434
stone,16784,4591,6669,7832,8530,8589,8544,8748,9244,10093,11172,12341,12959,12679,11407,10488,9536,9182,8755,8705,8700,7923,6427,4183,15866,91829
stone,15572,4027,5932,7397,8308,8720,9147,9760,10364,11511,12694,14069,14393,14110,12677,11706,10296,9663,8940,8855,8249,7494,6046,3769,14686,83391
stone,14717,3814,5642,7103,8277,8840,9229,10100,10759,12020,13455,15024,15445,15041,13642,12514,11093,10187,9431,8889,8204,7085,5497,3498,13760,78510
